DANH SÁCH TRẠM QUAN TRẮC THEO TỈNH THÀNH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2.0,Kon Tum,Trạm Ngoại thành Kon Tum 5,Quận 1,14.3833,107.9833,182.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Kon Tum,Trạm Vùng núi Kon Tum 4,Huyện A,14.3833,107.9833,174.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Kon Tum,Trạm khí tượng Trung tâm Kon Tum 6,Quận 1,14.3833,107.9833,445.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Kon Tum,Trạm đo Trung tâm TP Kon Tum 3,Quận 1,14.3833,107.9833,489.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Kon Tum,Đài Đông Kon Tum 2,Huyện B,14.3833,107.9833,56.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Kon Tum:,-77,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Lai Châu,Trạm quan trắc Nam Lai Châu 2,Quận 2,22.4,103.45,48.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Lai Châu,Trạm đo Trung tâm TP Lai Châu 3,Huyện B,22.4,103.45,101.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Lai Châu,Đài Bắc Lai Châu,Quận 1,22.4,103.45,149.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Lai Châu:,-83,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Long An,Trạm Trung tâm Long An,Quận 1,10.5333,106.4167,352.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Long An,Trạm khí tượng Nam Long An 3,Thị xã,10.5333,106.4167,172.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Long An,Trạm quan trắc Đông Long An 4,Quận 1,10.5333,106.4167,43.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Long An,Trạm Đông Long An 2,Quận 1,10.5333,106.4167,13.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Long An:,-85,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Lào Cai,Trạm Bắc Lào Cai 3,Quận 1,22.4833,103.95,261.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Lào Cai,Trạm Trung tâm TP Lào Cai 4,Quận 1,22.4833,103.95,128.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Lào Cai,Trạm khí tượng Trung tâm Lào Cai 5,Huyện A,22.4833,103.95,439.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Lào Cai,Trạm quan trắc Trung tâm TP Lào Cai 8,Quận 1,22.4833,103.95,343.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Lào Cai,Trạm quan trắc Tây Lào Cai 2,Quận 1,22.4833,103.95,323.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Lào Cai,Trạm đo Trung tâm Lào Cai,Quận 1,22.4833,103.95,282.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Lào Cai,Trạm đo Ven biển Lào Cai 7,Quận 1,22.4833,103.95,140.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Lào Cai,Đài Trung tâm Lào Cai 6,Quận 1,22.4833,103.95,435.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Lào Cai:,-84,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Lâm Đồng,Trạm Bắc Lâm Đồng 7,Quận 1,11.9404,108.4587,304.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Lâm Đồng,Trạm Ngoại thành Lâm Đồng 6,Quận 3,11.9404,108.4587,194.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Lâm Đồng,Trạm khí tượng Ven biển Lâm Đồng 4,Quận 1,11.9404,108.4587,485.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Lâm Đồng,Trạm quan trắc Bắc Lâm Đồng 5,Quận 3,11.9404,108.4587,30.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Lâm Đồng,Trạm đo Vùng núi Lâm Đồng 8,Quận 1,11.9404,108.4587,253.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Lâm Đồng,Trạm đo Đông Lâm Đồng,Quận 1,11.9404,108.4587,488.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Lâm Đồng,Đài Trung tâm Lâm Đồng 2,Quận 1,11.9404,108.4587,406.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Lâm Đồng,Đài Tây Lâm Đồng 3,Quận 2,11.9404,108.4587,484.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Lâm Đồng:,-87,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Lạng Sơn,Trạm khí tượng Bắc Lạng Sơn 4,Quận 1,21.8478,106.7578,109.0,Khí tượng thủy văn,vrain.vn (thu thập)
2.0,Lạng Sơn,Trạm quan trắc Nam Lạng Sơn 2,Huyện A,21.8478,106.7578,402.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Lạng Sơn,Trạm đo Nam Lạng Sơn,Huyện B,21.8478,106.7578,369.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Lạng Sơn,Trạm đo Nam Lạng Sơn 3,Huyện A,21.8478,106.7578,110.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Lạng Sơn:,-94,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Nam Định,Trạm Tây Nam Định 4,Huyện B,20.42,106.1683,308.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Nam Định,Trạm quan trắc Tây Nam Định,Huyện A,20.42,106.1683,379.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Nam Định,Trạm đo Tây Nam Định 5,Thị xã,20.42,106.1683,106.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Nam Định,Trạm đo Vùng núi Nam Định 2,Quận 1,20.42,106.1683,271.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Nam Định,Trạm đo Đông Nam Định 6,Thành phố,20.42,106.1683,79.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Nam Định,Đài Bắc Nam Định 7,Huyện B,20.42,106.1683,110.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Nam Định,Đài Tây Nam Định 3,Quận 1,20.42,106.1683,2.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Nam Định:,-94,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Nghệ An,Trạm khí tượng Nam Nghệ An 2,Quận 1,18.6733,105.6811,105.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Nghệ An,Trạm khí tượng Tây Nghệ An 6,Thành phố,18.6733,105.6811,466.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Nghệ An,Trạm quan trắc Ngoại thành Nghệ An 4,Huyện A,18.6733,105.6811,113.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Nghệ An,Trạm quan trắc Tây Nghệ An 3,Thị xã,18.6733,105.6811,92.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Nghệ An,Trạm đo Vùng núi Nghệ An 5,Quận 1,18.6733,105.6811,232.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Nghệ An,Đài Bắc Nghệ An,Thành phố,18.6733,105.6811,344.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Nghệ An:,-98,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Ninh Bình,Trạm Bắc Ninh Bình 3,Huyện B,20.2539,105.975,308.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Ninh Bình,Trạm Tây Ninh Bình 7,Quận 1,20.2539,105.975,417.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Ninh Bình,Trạm khí tượng Bắc Ninh Bình 4,Quận 1,20.2539,105.975,217.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Ninh Bình,Trạm khí tượng Trung tâm TP Ninh Bình 2,Quận 1,20.2539,105.975,357.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Ninh Bình,Trạm khí tượng Tây Ninh Bình 5,Thị xã,20.2539,105.975,250.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Ninh Bình,Trạm quan trắc Tây Ninh Bình,Quận 1,20.2539,105.975,122.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Ninh Bình,Trạm đo Ngoại thành Ninh Bình 6,Quận 1,20.2539,105.975,77.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Ninh Bình:,-100,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Ninh Thuận,Trạm Vùng núi Ninh Thuận 5,Thành phố,11.5667,108.9833,434.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Ninh Thuận,Trạm khí tượng Trung tâm TP Ninh Thuận 3,Thị xã,11.5667,108.9833,173.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Ninh Thuận,Trạm khí tượng Vùng núi Ninh Thuận,Huyện B,11.5667,108.9833,69.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Ninh Thuận,Trạm quan trắc Tây Ninh Thuận 7,Thị xã,11.5667,108.9833,236.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Ninh Thuận,Trạm quan trắc Vùng núi Ninh Thuận 2,Quận 1,11.5667,108.9833,369.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Ninh Thuận,Đài Nam Ninh Thuận 4,Quận 1,11.5667,108.9833,35.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Ninh Thuận,Đài Nam Ninh Thuận 6,Thành phố,11.5667,108.9833,42.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Ninh Thuận:,-103,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Phú Thọ,Trạm khí tượng Bắc Phú Thọ 4,Quận 1,21.3,105.4333,302.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Phú Thọ,Trạm khí tượng Trung tâm Phú Thọ 2,Quận 1,21.3,105.4333,404.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Phú Thọ,Trạm khí tượng Tây Phú Thọ 3,Thành phố,21.3,105.4333,381.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Phú Thọ,Trạm khí tượng Ven biển Phú Thọ 5,Quận 1,21.3,105.4333,42.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Phú Thọ,Trạm Đông Phú Thọ,Quận 1,21.3,105.4333,105.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Phú Thọ,Đài Bắc Phú Thọ 6,Quận 1,21.3,105.4333,480.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Phú Thọ:,-107,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Phú Yên,Trạm Bắc Phú Yên 3,Quận 3,13.0833,109.3,304.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Phú Yên,Trạm quan trắc Ven biển Phú Yên,Huyện B,13.0833,109.3,101.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Phú Yên,Trạm quan trắc Vùng núi Phú Yên 4,Quận 1,13.0833,109.3,32.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Phú Yên,Trạm Đông Phú Yên 2,Quận 1,13.0833,109.3,66.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Phú Yên:,-112,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Bình,Trạm Ngoại thành Quảng Bình 5,Thị xã,17.4687,106.6227,411.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Bình,Trạm Tây Quảng Bình 7,Huyện A,17.4687,106.6227,108.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Bình,Trạm khí tượng Nam Quảng Bình 4,Huyện A,17.4687,106.6227,70.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Quảng Bình,Trạm khí tượng Tây Quảng Bình 2,Huyện B,17.4687,106.6227,252.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Quảng Bình,Trạm quan trắc Trung tâm Quảng Bình,Quận 3,17.4687,106.6227,127.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Quảng Bình,Trạm quan trắc Tây Quảng Bình 6,Thành phố,17.4687,106.6227,439.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Quảng Bình,Đài Ven biển Quảng Bình 3,Quận 1,17.4687,106.6227,342.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Bình:,-112,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Nam,Trạm khí tượng Bắc Quảng Nam 2,Quận 3,15.5667,108.4833,115.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Nam,Trạm quan trắc Ngoại thành Quảng Nam 4,Thành phố,15.5667,108.4833,403.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Nam,Trạm quan trắc Ven biển Quảng Nam 7,Quận 1,15.5667,108.4833,296.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Quảng Nam,Trạm đo Trung tâm TP Quảng Nam,Huyện B,15.5667,108.4833,330.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Quảng Nam,Trạm đo Trung tâm TP Quảng Nam 6,Thành phố,15.5667,108.4833,499.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Quảng Nam,Trạm đo Đông Quảng Nam 5,Huyện B,15.5667,108.4833,318.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Quảng Nam,Đài Ven biển Quảng Nam 3,Quận 1,15.5667,108.4833,200.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Nam:,-115,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Ngãi,Trạm Bắc Quảng Ngãi 3,Quận 1,15.1167,108.8,168.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Ngãi,Trạm Vùng núi Quảng Ngãi 4,Quận 1,15.1167,108.8,214.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Ngãi,Trạm khí tượng Bắc Quảng Ngãi 2,Quận 2,15.1167,108.8,342.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Quảng Ngãi,Trạm quan trắc Ven biển Quảng Ngãi 5,Quận 1,15.1167,108.8,161.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Quảng Ngãi,Trạm quan trắc Ven biển Quảng Ngãi 6,Huyện A,15.1167,108.8,220.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Quảng Ngãi,Trạm đo Vùng núi Quảng Ngãi,Quận 1,15.1167,108.8,369.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Quảng Ngãi,Đài Bắc Quảng Ngãi 7,Huyện B,15.1167,108.8,348.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Ngãi:,-118,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Ninh,Trạm Trung tâm Quảng Ninh 3,Quận 1,21.0064,107.2925,474.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Ninh,Trạm khí tượng Tây Quảng Ninh 2,Quận 1,21.0064,107.2925,50.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Ninh,Đài Vùng núi Quảng Ninh,Thành phố,21.0064,107.2925,204.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Ninh:,-125,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Trị,Trạm Nam Quảng Trị 6,Quận 2,16.816,107.1,498.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Trị,Trạm quan trắc Ngoại thành Quảng Trị 3,Huyện A,16.816,107.1,294.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Trị,Trạm quan trắc Trung tâm TP Quảng Trị 5,Huyện A,16.816,107.1,10.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Quảng Trị,Trạm quan trắc Tây Quảng Trị,Huyện B,16.816,107.1,118.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Quảng Trị,Trạm quan trắc Vùng núi Quảng Trị 2,Quận 1,16.816,107.1,350.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Quảng Trị,Trạm đo Ven biển Quảng Trị 4,Quận 2,16.816,107.1,287.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Trị:,-125,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Sóc Trăng,Trạm quan trắc Nam Sóc Trăng,Huyện B,9.6025,105.9739,398.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Sóc Trăng,Trạm đo Vùng núi Sóc Trăng 3,Quận 1,9.6025,105.9739,492.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Sóc Trăng,Đài Nam Sóc Trăng 2,Quận 1,9.6025,105.9739,271.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Sóc Trăng:,-131,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Sơn La,Trạm đo Ngoại thành Sơn La 3,Huyện B,21.3256,103.9189,206.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Sơn La,Trạm đo Trung tâm Sơn La 2,Quận 1,21.3256,103.9189,306.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Sơn La,Trạm đo Đông Sơn La,Quận 1,21.3256,103.9189,277.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Sơn La:,-134,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,TP Hồ Chí Minh,Trạm Ngoại thành TP Hồ Chí Minh 2,Quận 2,10.7757,106.7004,1.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,TP Hồ Chí Minh,Trạm khí tượng Trung tâm TP TP Hồ Chí Minh 6,Quận 1,10.7757,106.7004,267.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,TP Hồ Chí Minh,Trạm Đông TP Hồ Chí Minh 3,Quận 1,10.7757,106.7004,69.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,TP Hồ Chí Minh,Trạm đo Ven biển TP Hồ Chí Minh 5,Quận 1,10.7757,106.7004,473.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,TP Hồ Chí Minh,Đài Ngoại thành TP Hồ Chí Minh,Quận 3,10.7757,106.7004,433.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,TP Hồ Chí Minh,Đài Tây TP Hồ Chí Minh 4,Huyện A,10.7757,106.7004,459.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm TP Hồ Chí Minh:,-134,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Thanh Hóa,Trạm Tây Thanh Hóa 2,Quận 2,19.8,105.7667,484.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Thanh Hóa,Trạm khí tượng Ngoại thành Thanh Hóa 5,Quận 3,19.8,105.7667,408.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Thanh Hóa,Trạm quan trắc Ngoại thành Thanh Hóa 3,Quận 1,19.8,105.7667,132.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Thanh Hóa,Trạm quan trắc Vùng núi Thanh Hóa,Quận 2,19.8,105.7667,185.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Thanh Hóa,Đài Trung tâm Thanh Hóa 4,Quận 3,19.8,105.7667,369.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Thanh Hóa:,-138,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Thái Bình,Trạm khí tượng Ven biển Thái Bình 3,Quận 1,20.4461,106.3366,233.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Thái Bình,Trạm quan trắc Đông Thái Bình,Huyện B,20.4461,106.3366,290.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Thái Bình,Đài Tây Thái Bình 2,Huyện B,20.4461,106.3366,209.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Thái Bình:,-143,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Thái Nguyên,Trạm Bắc Thái Nguyên,Quận 1,21.5928,105.8442,251.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Thái Nguyên,Trạm quan trắc Bắc Thái Nguyên 5,Thị xã,21.5928,105.8442,149.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Thái Nguyên,Trạm quan trắc Ngoại thành Thái Nguyên 2,Thị xã,21.5928,105.8442,102.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Thái Nguyên,Trạm quan trắc Vùng núi Thái Nguyên 4,Quận 1,21.5928,105.8442,456.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Thái Nguyên,Trạm đo Bắc Thái Nguyên 3,Quận 1,21.5928,105.8442,423.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Thái Nguyên:,-144,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Thừa Thiên Huế,Trạm quan trắc Trung tâm TP Thừa Thiên Huế 3,Huyện A,16.4637,107.5909,12.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Thừa Thiên Huế,Trạm quan trắc Ven biển Thừa Thiên Huế 2,Quận 2,16.4637,107.5909,272.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Thừa Thiên Huế,Đài Trung tâm Thừa Thiên Huế,Quận 1,16.4637,107.5909,390.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Thừa Thiên Huế:,-149,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Tiền Giang,Trạm Vùng núi Tiền Giang 2,Thành phố,10.35,106.35,308.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Tiền Giang,Trạm khí tượng Trung tâm Tiền Giang,Quận 1,10.35,106.35,25.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tiền Giang,Trạm quan trắc Bắc Tiền Giang 3,Quận 1,10.35,106.35,305.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Tiền Giang,Trạm đo Nam Tiền Giang 4,Quận 1,10.35,106.35,24.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Tiền Giang:,-151,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Trà Vinh,Trạm Trung tâm Trà Vinh 4,Quận 2,9.9347,106.3453,291.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Trà Vinh,Trạm khí tượng Nam Trà Vinh 2,Quận 2,9.9347,106.3453,208.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Trà Vinh,Trạm khí tượng Nam Trà Vinh 6,Quận 1,9.9347,106.3453,218.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Trà Vinh,Trạm quan trắc Ngoại thành Trà Vinh,Quận 1,9.9347,106.3453,399.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Trà Vinh,Trạm quan trắc Trung tâm Trà Vinh 7,Quận 1,9.9347,106.3453,39.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Trà Vinh,Trạm Đông Trà Vinh 8,Huyện B,9.9347,106.3453,402.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Trà Vinh,Trạm đo Tây Trà Vinh 3,Quận 1,9.9347,106.3453,333.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Trà Vinh,Đài Bắc Trà Vinh 5,Quận 1,9.9347,106.3453,434.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Trà Vinh:,-150,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Tuyên Quang,Trạm quan trắc Trung tâm Tuyên Quang 5,Huyện B,21.8181,105.2144,66.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Tuyên Quang,Trạm quan trắc Tây Tuyên Quang 2,Quận 1,21.8181,105.2144,208.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tuyên Quang,Trạm đo Vùng núi Tuyên Quang,Quận 1,21.8181,105.2144,305.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Tuyên Quang,Đài Tây Tuyên Quang 4,Quận 3,21.8181,105.2144,163.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Tuyên Quang,Đài Vùng núi Tuyên Quang 3,Quận 2,21.8181,105.2144,376.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Tuyên Quang:,-156,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Tây Ninh,Trạm khí tượng Vùng núi Tây Ninh 3,Quận 1,11.3131,106.0963,413.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Tây Ninh,Trạm đo Vùng núi Tây Ninh,Thành phố,11.3131,106.0963,62.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tây Ninh,Đài Ngoại thành Tây Ninh 2,Huyện B,11.3131,106.0963,288.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Tây Ninh,Đài Ngoại thành Tây Ninh 4,Quận 2,11.3131,106.0963,379.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Tây Ninh:,-160,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
