DANH SÁCH TRẠM QUAN TRẮC THEO TỈNH THÀNH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
3.0,Lai Châu,Trạm Trung tâm TP Lai Châu,Quận 2,22.4,103.45,88.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Lai Châu,Trạm Tây Lai Châu 4,Huyện A,22.4,103.45,44.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Lai Châu,Trạm khí tượng Nam Lai Châu 3,Thành phố,22.4,103.45,185.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Lai Châu,Trạm quan trắc Ngoại thành Lai Châu 5,Quận 2,22.4,103.45,230.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Lai Châu,Trạm đo Trung tâm TP Lai Châu 6,Huyện A,22.4,103.45,35.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Lai Châu,Đài Tây Lai Châu 7,Quận 1,22.4,103.45,385.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Lai Châu:,-78,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Long An,Trạm Bắc Long An 3,Huyện A,10.5333,106.4167,209.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Long An,Trạm Trung tâm Long An,Thị xã,10.5333,106.4167,257.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Long An,Trạm Trung tâm TP Long An 4,Thành phố,10.5333,106.4167,47.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Long An,Trạm khí tượng Ven biển Long An 6,Thị xã,10.5333,106.4167,437.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Long An,Trạm quan trắc Bắc Long An 2,Quận 2,10.5333,106.4167,407.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Long An,Trạm đo Ven biển Long An 7,Quận 2,10.5333,106.4167,184.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Long An,Đài Nam Long An 5,Huyện A,10.5333,106.4167,77.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Long An:,-82,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Lào Cai,Trạm khí tượng Ven biển Lào Cai 8,Huyện A,22.4833,103.95,335.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Lào Cai,Trạm quan trắc Tây Lào Cai 3,Thành phố,22.4833,103.95,207.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Lào Cai,Trạm quan trắc Ven biển Lào Cai,Quận 2,22.4833,103.95,3.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Lào Cai,Trạm quan trắc Ven biển Lào Cai 6,Thành phố,22.4833,103.95,21.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Lào Cai,Trạm Đông Lào Cai 4,Quận 2,22.4833,103.95,202.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Lào Cai,Trạm đo Trung tâm TP Lào Cai 5,Thành phố,22.4833,103.95,327.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Lào Cai,Đài Nam Lào Cai 7,Thành phố,22.4833,103.95,336.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Lào Cai,Đài Trung tâm Lào Cai 2,Huyện B,22.4833,103.95,42.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Lào Cai:,-84,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Lâm Đồng,Trạm Vùng núi Lâm Đồng 2,Thị xã,11.9404,108.4587,155.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Lâm Đồng,Trạm khí tượng Nam Lâm Đồng 3,Quận 1,11.9404,108.4587,453.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Lâm Đồng,Trạm khí tượng Tây Lâm Đồng,Thành phố,11.9404,108.4587,349.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Lâm Đồng:,-92,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Lạng Sơn,Trạm khí tượng Trung tâm TP Lạng Sơn 2,Huyện A,21.8478,106.7578,481.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Lạng Sơn,Trạm khí tượng Tây Lạng Sơn,Huyện B,21.8478,106.7578,426.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Lạng Sơn,Trạm đo Trung tâm Lạng Sơn 4,Quận 3,21.8478,106.7578,230.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Lạng Sơn,Trạm đo Trung tâm TP Lạng Sơn 5,Quận 3,21.8478,106.7578,316.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Lạng Sơn,Trạm đo Tây Lạng Sơn 3,Quận 2,21.8478,106.7578,249.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Lạng Sơn,Trạm đo Tây Lạng Sơn 6,Thành phố,21.8478,106.7578,419.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Lạng Sơn,Đài Vùng núi Lạng Sơn 7,Thành phố,21.8478,106.7578,136.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Lạng Sơn:,-91,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Nam Định,Trạm khí tượng Trung tâm Nam Định 3,Huyện B,20.42,106.1683,289.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Nam Định,Trạm khí tượng Trung tâm TP Nam Định 6,Thành phố,20.42,106.1683,102.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Nam Định,Trạm quan trắc Trung tâm Nam Định 5,Thành phố,20.42,106.1683,452.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Nam Định,Trạm đo Tây Nam Định,Thành phố,20.42,106.1683,334.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Nam Định,Trạm đo Đông Nam Định 4,Thị xã,20.42,106.1683,149.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Nam Định,Đài Ngoại thành Nam Định 2,Quận 1,20.42,106.1683,130.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Nam Định,Đài Tây Nam Định 7,Quận 2,20.42,106.1683,215.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Nam Định:,-94,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Nghệ An,Trạm Ven biển Nghệ An 2,Thành phố,18.6733,105.6811,98.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Nghệ An,Trạm khí tượng Bắc Nghệ An,Thị xã,18.6733,105.6811,295.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Nghệ An,Trạm khí tượng Bắc Nghệ An 5,Thành phố,18.6733,105.6811,454.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Nghệ An,Trạm đo Nam Nghệ An 3,Thị xã,18.6733,105.6811,276.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Nghệ An,Đài Ngoại thành Nghệ An 4,Huyện B,18.6733,105.6811,431.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Nghệ An:,-99,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Ninh Bình,Trạm Ngoại thành Ninh Bình,Huyện A,20.2539,105.975,309.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Ninh Bình,Trạm Vùng núi Ninh Bình 2,Thành phố,20.2539,105.975,323.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Ninh Bình,Trạm quan trắc Trung tâm TP Ninh Bình 3,Thị xã,20.2539,105.975,285.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Ninh Bình,Trạm đo Đông Ninh Bình 4,Quận 2,20.2539,105.975,46.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Ninh Bình:,-103,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Ninh Thuận,Trạm Ngoại thành Ninh Thuận 3,Quận 3,11.5667,108.9833,239.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Ninh Thuận,Trạm khí tượng Tây Ninh Thuận 2,Thành phố,11.5667,108.9833,480.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Ninh Thuận,Trạm quan trắc Trung tâm Ninh Thuận 8,Thành phố,11.5667,108.9833,122.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Ninh Thuận,Trạm quan trắc Đông Ninh Thuận 5,Thành phố,11.5667,108.9833,30.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Ninh Thuận,Trạm đo Vùng núi Ninh Thuận 6,Thành phố,11.5667,108.9833,178.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Ninh Thuận,Đài Bắc Ninh Thuận 7,Thành phố,11.5667,108.9833,156.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Ninh Thuận,Đài Tây Ninh Thuận,Quận 1,11.5667,108.9833,110.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Ninh Thuận,Đài Vùng núi Ninh Thuận 4,Quận 1,11.5667,108.9833,223.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Ninh Thuận:,-102,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Phú Thọ,Trạm Trung tâm TP Phú Thọ 3,Quận 2,21.3,105.4333,78.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Phú Thọ,Trạm Đông Phú Thọ 4,Quận 3,21.3,105.4333,472.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Phú Thọ,Trạm đo Trung tâm Phú Thọ,Huyện B,21.3,105.4333,371.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Phú Thọ,Trạm đo Trung tâm Phú Thọ 2,Thành phố,21.3,105.4333,5.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Phú Thọ:,-109,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Phú Yên,Trạm Bắc Phú Yên 6,Quận 2,13.0833,109.3,291.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Phú Yên,Trạm Nam Phú Yên 2,Thành phố,13.0833,109.3,490.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Phú Yên,Trạm Ngoại thành Phú Yên,Thị xã,13.0833,109.3,322.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Phú Yên,Trạm khí tượng Nam Phú Yên 4,Huyện B,13.0833,109.3,361.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Phú Yên,Đài Nam Phú Yên 5,Thành phố,13.0833,109.3,349.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Phú Yên,Đài Ngoại thành Phú Yên 3,Quận 3,13.0833,109.3,156.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Phú Yên:,-110,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Bình,Trạm Nam Quảng Bình,Thành phố,17.4687,106.6227,307.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Bình,Trạm đo Nam Quảng Bình 3,Thành phố,17.4687,106.6227,345.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Bình,Đài Trung tâm Quảng Bình 2,Quận 3,17.4687,106.6227,20.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Bình:,-116,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Nam,Trạm khí tượng Vùng núi Quảng Nam 2,Thị xã,15.5667,108.4833,363.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Nam,Trạm đo Bắc Quảng Nam 3,Thành phố,15.5667,108.4833,346.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Nam,Đài Bắc Quảng Nam,Thành phố,15.5667,108.4833,321.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Nam:,-119,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Ngãi,Trạm khí tượng Vùng núi Quảng Ngãi 5,Huyện A,15.1167,108.8,222.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Ngãi,Trạm quan trắc Bắc Quảng Ngãi 7,Huyện A,15.1167,108.8,130.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Ngãi,Trạm quan trắc Bắc Quảng Ngãi 8,Thành phố,15.1167,108.8,417.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Quảng Ngãi,Trạm quan trắc Đông Quảng Ngãi 2,Quận 2,15.1167,108.8,86.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Quảng Ngãi,Trạm đo Nam Quảng Ngãi 4,Huyện A,15.1167,108.8,331.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Quảng Ngãi,Trạm đo Ngoại thành Quảng Ngãi,Thành phố,15.1167,108.8,238.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Quảng Ngãi,Trạm đo Đông Quảng Ngãi 6,Thị xã,15.1167,108.8,93.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Quảng Ngãi,Đài Ngoại thành Quảng Ngãi 3,Thành phố,15.1167,108.8,295.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Ngãi:,-117,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Ninh,Trạm Nam Quảng Ninh 5,Thành phố,21.0064,107.2925,128.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Ninh,Trạm Tây Quảng Ninh 3,Huyện A,21.0064,107.2925,294.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Ninh,Trạm khí tượng Tây Quảng Ninh 6,Quận 3,21.0064,107.2925,264.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Quảng Ninh,Trạm khí tượng Vùng núi Quảng Ninh 4,Huyện B,21.0064,107.2925,126.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Quảng Ninh,Trạm quan trắc Trung tâm Quảng Ninh 2,Thành phố,21.0064,107.2925,233.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Quảng Ninh,Trạm đo Nam Quảng Ninh,Thành phố,21.0064,107.2925,378.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Ninh:,-122,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Quảng Trị,Trạm Ngoại thành Quảng Trị 3,Quận 3,16.816,107.1,273.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Quảng Trị,Trạm Trung tâm Quảng Trị 4,Thành phố,16.816,107.1,454.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Quảng Trị,Trạm quan trắc Trung tâm TP Quảng Trị,Thành phố,16.816,107.1,474.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Quảng Trị,Trạm quan trắc Ven biển Quảng Trị 5,Quận 3,16.816,107.1,425.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Quảng Trị,Trạm đo Bắc Quảng Trị 2,Thành phố,16.816,107.1,247.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Quảng Trị,Đài Tây Quảng Trị 6,Thành phố,16.816,107.1,292.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Quảng Trị:,-125,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Sóc Trăng,Trạm Trung tâm TP Sóc Trăng 3,Quận 1,9.6025,105.9739,398.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Sóc Trăng,Trạm quan trắc Trung tâm Sóc Trăng 2,Thành phố,9.6025,105.9739,297.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Sóc Trăng,Trạm quan trắc Tây Sóc Trăng,Quận 2,9.6025,105.9739,311.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Sóc Trăng:,-131,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Sơn La,Trạm Nam Sơn La,Quận 1,21.3256,103.9189,58.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Sơn La,Trạm đo Trung tâm TP Sơn La 2,Thành phố,21.3256,103.9189,427.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Sơn La,Đài Ngoại thành Sơn La 3,Thành phố,21.3256,103.9189,219.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Sơn La:,-134,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,TP Hồ Chí Minh,Trạm Tây TP Hồ Chí Minh 5,Thành phố,10.7757,106.7004,262.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,TP Hồ Chí Minh,Trạm Vùng núi TP Hồ Chí Minh 6,Thành phố,10.7757,106.7004,230.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,TP Hồ Chí Minh,Trạm khí tượng Ven biển TP Hồ Chí Minh 3,Thành phố,10.7757,106.7004,80.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,TP Hồ Chí Minh,Trạm quan trắc Trung tâm TP Hồ Chí Minh 8,Thành phố,10.7757,106.7004,184.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,TP Hồ Chí Minh,Trạm quan trắc Ven biển TP Hồ Chí Minh,Quận 3,10.7757,106.7004,418.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,TP Hồ Chí Minh,Trạm quan trắc Đông TP Hồ Chí Minh 7,Thành phố,10.7757,106.7004,218.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,TP Hồ Chí Minh,Trạm đo Ngoại thành TP Hồ Chí Minh 2,Thành phố,10.7757,106.7004,129.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,TP Hồ Chí Minh,Đài Nam TP Hồ Chí Minh 4,Huyện B,10.7757,106.7004,325.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm TP Hồ Chí Minh:,-132,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Thanh Hóa,Trạm khí tượng Nam Thanh Hóa 2,Thành phố,19.8,105.7667,253.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Thanh Hóa,Trạm khí tượng Ven biển Thanh Hóa,Thành phố,19.8,105.7667,437.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Thanh Hóa,Đài Bắc Thanh Hóa 3,Thị xã,19.8,105.7667,341.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Thanh Hóa:,-140,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Thái Bình,Trạm Bắc Thái Bình 5,Quận 2,20.4461,106.3366,388.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Thái Bình,Trạm Nam Thái Bình,Thành phố,20.4461,106.3366,158.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Thái Bình,Trạm Trung tâm Thái Bình 4,Thành phố,20.4461,106.3366,61.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Thái Bình,Trạm Ven biển Thái Bình 8,Thị xã,20.4461,106.3366,385.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Thái Bình,Trạm quan trắc Đông Thái Bình 3,Quận 1,20.4461,106.3366,433.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Thái Bình,Trạm đo Nam Thái Bình 6,Thành phố,20.4461,106.3366,121.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Thái Bình,Trạm đo Ven biển Thái Bình 7,Quận 2,20.4461,106.3366,468.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Thái Bình,Đài Ven biển Thái Bình 2,Quận 3,20.4461,106.3366,78.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Thái Bình:,-138,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Thái Nguyên,Trạm khí tượng Đông Thái Nguyên 3,Quận 3,21.5928,105.8442,51.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Thái Nguyên,Trạm quan trắc Ngoại thành Thái Nguyên,Quận 2,21.5928,105.8442,71.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Thái Nguyên,Trạm quan trắc Ngoại thành Thái Nguyên 2,Quận 2,21.5928,105.8442,221.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Thái Nguyên,Đài Nam Thái Nguyên 4,Quận 3,21.5928,105.8442,325.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Thái Nguyên,Đài Trung tâm TP Thái Nguyên 7,Huyện B,21.5928,105.8442,384.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Thái Nguyên,Đài Tây Thái Nguyên 5,Huyện A,21.5928,105.8442,48.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Thái Nguyên,Đài Vùng núi Thái Nguyên 6,Thành phố,21.5928,105.8442,322.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Thái Nguyên:,-142,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Thừa Thiên Huế,Trạm Nam Thừa Thiên Huế 2,Huyện A,16.4637,107.5909,263.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Thừa Thiên Huế,Trạm Đông Thừa Thiên Huế,Thị xã,16.4637,107.5909,377.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Thừa Thiên Huế,Đài Ngoại thành Thừa Thiên Huế 3,Thành phố,16.4637,107.5909,51.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Thừa Thiên Huế:,-149,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Tiền Giang,Trạm Bắc Tiền Giang 6,Thị xã,10.35,106.35,429.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Tiền Giang,Trạm khí tượng Ven biển Tiền Giang 3,Thành phố,10.35,106.35,83.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tiền Giang,Trạm khí tượng Ven biển Tiền Giang 4,Thành phố,10.35,106.35,100.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Tiền Giang,Trạm quan trắc Ngoại thành Tiền Giang 5,Quận 3,10.35,106.35,386.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Tiền Giang,Đài Vùng núi Tiền Giang,Thành phố,10.35,106.35,90.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Tiền Giang,Đài Đông Tiền Giang 2,Quận 2,10.35,106.35,191.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Tiền Giang:,-149,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Trà Vinh,Trạm Trung tâm Trà Vinh 7,Thị xã,9.9347,106.3453,428.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Trà Vinh,Trạm khí tượng Ven biển Trà Vinh 6,Thành phố,9.9347,106.3453,273.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Trà Vinh,Trạm đo Tây Trà Vinh,Thị xã,9.9347,106.3453,290.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Trà Vinh,Đài Nam Trà Vinh 2,Thị xã,9.9347,106.3453,406.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Trà Vinh,Đài Ngoại thành Trà Vinh 5,Thành phố,9.9347,106.3453,315.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Trà Vinh,Đài Ven biển Trà Vinh 3,Thành phố,9.9347,106.3453,159.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Trà Vinh,Đài Ven biển Trà Vinh 4,Thành phố,9.9347,106.3453,213.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Trà Vinh:,-151,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Tuyên Quang,Trạm Ven biển Tuyên Quang 3,Thành phố,21.8181,105.2144,346.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Tuyên Quang,Trạm Vùng núi Tuyên Quang 2,Thành phố,21.8181,105.2144,372.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tuyên Quang,Trạm khí tượng Bắc Tuyên Quang 5,Thành phố,21.8181,105.2144,203.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Tuyên Quang,Trạm quan trắc Đông Tuyên Quang 4,Huyện B,21.8181,105.2144,80.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Tuyên Quang,Trạm đo Ngoại thành Tuyên Quang 6,Quận 1,21.8181,105.2144,371.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Tuyên Quang,Đài Ven biển Tuyên Quang,Thành phố,21.8181,105.2144,322.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Tuyên Quang:,-155,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Tây Ninh,Trạm quan trắc Tây Tây Ninh 3,Huyện B,11.3131,106.0963,252.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Tây Ninh,Trạm đo Vùng núi Tây Ninh 4,Thành phố,11.3131,106.0963,472.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tây Ninh,Đài Nam Tây Ninh 2,Thành phố,11.3131,106.0963,488.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Tây Ninh,Đài Vùng núi Tây Ninh,Thành phố,11.3131,106.0963,88.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Tây Ninh:,-160,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Vĩnh Long,Trạm Tây Vĩnh Long 5,Huyện A,10.25,105.9667,238.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Vĩnh Long,Trạm đo Ven biển Vĩnh Long,Huyện A,10.25,105.9667,355.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
