Tỉnh/Thành phố,Tên trạm,Tổng lượng mưa,Thời gian cập nhập
Lâm Đồng,"Đăk Ngo, Tuy Đức",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk R'La, Đăk Mil",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk R'Moan, Gia Nghĩa",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Ru, Đăk R'lấp",0.0,2026-01-24 19:19:00
Lâm Đồng,Đăk Sin,0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Săk, Đăk Mil",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Wer, Đăk R'lấp",0.0,2026-01-24 19:19:00
Lâm Đồng,Đưng K'Nớ,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Chais 2,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Chais 5,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ K'Nàng - Đam Rông,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Kho,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Long,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ MRi 1,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Nhim,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Nhim - Lạc Dương,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Pal - Đạ Tẻh,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Ploa - Đạ Huoai,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Ploa 1,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Ròn - Đơn Dương,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Sar,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Tông - Đam Rông,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Tông 2,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Tẻh,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Tồn - Đạ Huoai,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạ Đờn - Lâm Hà,0.0,2026-01-24 19:19:00
Lâm Đồng,Đại Lào - Bảo Lộc,0.0,2026-01-24 19:19:00
Lâm Đồng,Đại Nga,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạo Nghĩa,0.0,2026-01-24 19:19:00
Lâm Đồng,Đạo Nghĩa 2,0.0,2026-01-24 19:19:00
Lâm Đồng,Đập tràn Hàm Thuận,0.0,2026-01-24 19:19:00
Lâm Đồng,Đập tràn thủy điện Bảo Lộc,0.0,2026-01-24 19:19:00
Lâm Đồng,Đắk Buk So,0.0,2026-01-24 19:19:00
Lâm Đồng,Đắk Gằn 2,0.0,2026-01-24 19:19:00
Lâm Đồng,Đắk Gằn 3,0.0,2026-01-24 19:19:00
Lâm Đồng,"Đắk Gằn, Đăk Mil",0.0,2026-01-24 19:19:00
Lâm Đồng,Đắk Lao 1,0.0,2026-01-24 19:19:00
Lâm Đồng,Đắk Lao 2,0.0,2026-01-24 19:19:00
Lâm Đồng,"Đắk Som, Đăk G'Long",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đắk Sôr, Krông Nô",0.0,2026-01-24 19:19:00
Lâm Đồng,Đồng Nai Thượng - Cát Tiên,0.0,2026-01-24 19:19:00
Lâm Đồng,"Đức An, Đắk Song",0.0,2026-01-24 19:19:00
Lâm Đồng,Đức Hạnh,0.0,2026-01-24 19:19:00
Lâm Đồng,Đức Mạnh 2,0.0,2026-01-24 19:19:00
Lâm Đồng,Đức Phú,0.0,2026-01-24 19:19:00
Lâm Đồng,Đức Phổ - Cát Tiên,0.0,2026-01-24 19:19:00
Lâm Đồng,Đức Thuận,0.0,2026-01-24 19:19:00
Lâm Đồng,"Đức Xuyên, Krông Nô",0.0,2026-01-24 19:19:00
Đồng Nai,Bom Bo,0.0,2026-01-24 19:19:00
Đồng Nai,Bình Long,0.0,2026-01-24 19:19:00
Đồng Nai,Bù Nho 1,0.0,2026-01-24 19:19:00
Đồng Nai,Bù Đăng,0.0,2026-01-24 19:19:00
Đồng Nai,Bù Đốp,0.0,2026-01-24 19:19:00
Đồng Nai,Cẩm Mỹ,0.0,2026-01-24 19:19:00
Đồng Nai,HPH_02,0.0,2026-01-24 19:19:00
Đồng Nai,HPH_06,0.0,2026-01-24 19:19:00
Đồng Nai,La Ngà,0.0,2026-01-24 19:19:00
Đồng Nai,Long Bình,0.0,2026-01-24 19:19:00
Đồng Nai,Long Thành,0.0,2026-01-24 19:19:00
Đồng Nai,Lâm San,0.0,2026-01-24 19:19:00
Đồng Nai,Lộc Ninh,0.0,2026-01-24 19:19:00
Đồng Nai,Lộc Ninh (DT),0.0,2026-01-24 19:19:00
Đồng Nai,Lộc Thiện (DT),0.0,2026-01-24 19:19:00
Đồng Nai,Lộc Thành (DT),0.0,2026-01-24 19:19:00
Đồng Nai,Lộc Thạnh,0.0,2026-01-24 19:19:00
Đồng Nai,Minh Lập,0.0,2026-01-24 19:19:00
Đồng Nai,Minh Tâm,0.0,2026-01-24 19:19:00
Đồng Nai,Minh Tâm (DT),0.0,2026-01-24 19:19:00
Đồng Nai,Nghĩa Trung,0.0,2026-01-24 19:19:00
Đồng Nai,Phước Tân,0.0,2026-01-24 19:19:00
Đồng Nai,Thanh An,0.0,2026-01-24 19:19:00
Đồng Nai,Thanh Lương (DT),0.0,2026-01-24 19:19:00
Đồng Nai,Thanh Sơn 1,0.0,2026-01-24 19:19:00
Đồng Nai,Thống Nhất,0.0,2026-01-24 19:19:00
Đồng Nai,Tân Tiến,0.0,2026-01-24 19:19:00
Đồng Nai,Túc Trưng,0.0,2026-01-24 19:19:00
Đồng Nai,phường An Lộc,0.0,2026-01-24 19:19:00
Đồng Nai,phường Bình Long,0.0,2026-01-24 19:19:00
Đồng Nai,xã Bom Bo,0.0,2026-01-24 19:19:00
Đồng Nai,xã Bình Tân,0.0,2026-01-24 19:19:00
Đồng Nai,xã Bù Đăng,0.0,2026-01-24 19:19:00
Đồng Nai,xã Cẩm Mỹ,0.0,2026-01-24 19:19:00
Đồng Nai,xã La Ngà,0.0,2026-01-24 19:19:00
Đồng Nai,xã Long Hà,0.0,2026-01-24 19:19:00
Đồng Nai,xã Long Thành,0.0,2026-01-24 19:19:00
Đồng Nai,xã Lộc Ninh,0.0,2026-01-24 19:19:00
Đồng Nai,xã Lộc Thành,0.0,2026-01-24 19:19:00
Đồng Nai,xã Lộc Thạnh,0.0,2026-01-24 19:19:00
Đồng Nai,xã Lộc Tấn,0.0,2026-01-24 19:19:00
Đồng Nai,xã Minh Đức,0.0,2026-01-24 19:19:00
Đồng Nai,xã Nghĩa Trung,0.0,2026-01-24 19:19:00
Đồng Nai,xã Nha Bích,0.0,2026-01-24 19:19:00
Đồng Nai,xã Phú Riềng,0.0,2026-01-24 19:19:00
Đồng Nai,xã Phú Trung,0.0,2026-01-24 19:19:00
Đồng Nai,xã Sông Ray,0.0,2026-01-24 19:19:00
Đồng Nai,xã Thanh Sơn,0.0,2026-01-24 19:19:00
Đồng Nai,xã Thiện Hưng,0.0,2026-01-24 19:19:00
Đồng Nai,xã Thọ Sơn,0.0,2026-01-24 19:19:00
Đồng Nai,xã Trảng Bom,0.0,2026-01-24 19:19:00
Đồng Nai,xã Tân Hưng,0.0,2026-01-24 19:19:00
Đồng Nai,xã Tân Khai,0.0,2026-01-24 19:19:00
Đồng Nai,xã Tân Tiến,0.0,2026-01-24 19:19:00
Đồng Nai,xã Đak Lua,0.0,2026-01-24 19:19:00
Đồng Nai,Đăk Lua 4,0.0,2026-01-24 19:19:00
Đồng Nai,Đồng Nai,0.0,2026-01-24 19:19:00
An Giang,An Hảo,0.0,2026-01-24 19:19:00
An Giang,An Ninh KV3,0.0,2026-01-24 19:19:00
An Giang,An Nông,0.0,2026-01-24 19:19:00
An Giang,An Thới,0.0,2026-01-24 19:19:00
An Giang,Bãi Thơm,0.0,2026-01-24 19:19:00
An Giang,Châu Phong,0.0,2026-01-24 19:19:00
An Giang,Cô Tô,0.0,2026-01-24 19:19:00
An Giang,Cửa Cạn,0.0,2026-01-24 19:19:00
An Giang,Giồng Riềng,0.0,2026-01-24 19:19:00
An Giang,Gò Quao,0.0,2026-01-24 19:19:00
An Giang,Hồ Núi Dài 2,0.0,2026-01-24 19:19:00
An Giang,Hồ Soài Check,0.0,2026-01-24 19:19:00
An Giang,Hồ Ô Thum,0.0,2026-01-24 19:19:00
An Giang,Hội An,0.0,2026-01-24 19:19:00
An Giang,Lại Sơn,0.0,2026-01-24 19:19:00
An Giang,Mỹ Hội Đông,0.0,2026-01-24 19:19:00
An Giang,Nhơn Hội,0.0,2026-01-24 19:19:00
An Giang,Núi Sập,0.2,2026-01-24 19:19:00
An Giang,Thuận Hòa,0.0,2026-01-24 19:19:00
An Giang,Thới Sơn,0.0,2026-01-24 19:19:00
An Giang,Tri Tôn,0.0,2026-01-24 19:19:00
An Giang,Tà Lọt,0.0,2026-01-24 19:19:00
An Giang,Tấn Mỹ,0.0,2026-01-24 19:19:00
An Giang,Vĩnh Hoà Hưng,0.0,2026-01-24 19:19:00
An Giang,Vĩnh Thuận,0.0,2026-01-24 19:19:00
An Giang,Vĩnh Xương,0.0,2026-01-24 19:19:00
An Giang,Vĩnh Điền,0.0,2026-01-24 19:19:00
An Giang,phường Thới Sơn,0.0,2026-01-24 19:19:00
An Giang,phường Tịnh Biên,0.0,2026-01-24 19:19:00
An Giang,xã An Biên,0.0,2026-01-24 19:19:00
An Giang,xã An Minh,0.0,2026-01-24 19:19:00
An Giang,xã Ba Chúc,0.0,2026-01-24 19:19:00
An Giang,xã Châu Phong,0.0,2026-01-24 19:19:00
An Giang,xã Cô Tô,0.0,2026-01-24 19:19:00
An Giang,xã Cù Lao Giêng,0.0,2026-01-24 19:19:00
An Giang,xã Gò Quao,0.0,2026-01-24 19:19:00
An Giang,xã Hòn Đất,0.0,2026-01-24 19:19:00
An Giang,xã Hội An,0.0,2026-01-24 19:19:00
An Giang,xã Nhơn Hội,0.0,2026-01-24 19:19:00
An Giang,xã Nhơn Mỹ,0.0,2026-01-24 19:19:00
An Giang,xã Núi Cấm,0.0,2026-01-24 19:19:00
An Giang,xã Thoại Sơn,0.0,2026-01-24 19:19:00
An Giang,xã Thạnh Hưng,0.0,2026-01-24 19:19:00
An Giang,xã Tri Tôn,0.0,2026-01-24 19:19:00
An Giang,xã Tân Thạnh,0.0,2026-01-24 19:19:00
An Giang,xã Vĩnh Hòa Hưng,0.0,2026-01-24 19:19:00
An Giang,xã Vĩnh Phong,0.0,2026-01-24 19:19:00
An Giang,xã Vĩnh Xương,0.0,2026-01-24 19:19:00
An Giang,xã Ô Lâm,0.0,2026-01-24 19:19:00
An Giang,đặc khu Kiên Hải,0.0,2026-01-24 19:19:00
An Giang,đặc khu Phú Quốc,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Bà Rịa,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Bàu Lâm,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Côn Đảo,10.4,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Châu Pha,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Gia Hoét 1,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Kim Long,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Lồ Ồ,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Núi Nhan,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Suối Các,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Suối Giàu,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Sông Kinh,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Tầm Bó,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Xuyên Mộc,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Đá Bàng,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Hồ Đá Đen,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Long Hải,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Long Sơn,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Long Tân,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Nghĩa Thành,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Xuyên Mộc,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,Xuân Sơn,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,phường Hắc Dịch,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,thị trấn Long Hải,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,thị trấn Ngãi Giao,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,thị trấn Phước Bửu,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Bàu Lâm,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Bình Trung,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Côn Đảo,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Cù Bị,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Hòa Hiệp,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Kim Long,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Long Sơn,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Long Tân,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Nghĩa Thành,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Phước Tân,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Quảng Thành,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Sơn Bình,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Tân Hưng,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Xà Bang,0.0,2026-01-24 19:19:00
Bà Rịa Vũng Tàu,xã Đá Bạc,0.0,2026-01-24 19:19:00
Bạc Liêu,Châu Thới,0.0,2026-01-24 19:19:00
Bạc Liêu,Chủ Chí,0.2,2026-01-24 19:19:00
Bạc Liêu,Cái Cùng,0.0,2026-01-24 19:19:00
Bạc Liêu,Cầu số 2,0.0,2026-01-24 19:19:00
Bạc Liêu,Giá Rai,0.0,2026-01-24 19:19:00
Bạc Liêu,Hiệp Thành,0.0,2026-01-24 19:19:00
Bạc Liêu,Hưng Hội,0.0,2026-01-24 19:19:00
Bạc Liêu,Hưng Phú,0.0,2026-01-24 19:19:00
Bạc Liêu,Long Điền Tây,0.0,2026-01-24 19:19:00
Bạc Liêu,NT.Đông Hải,0.0,2026-01-24 19:19:00
Bạc Liêu,Ngan Dừa,12.4,2026-01-24 19:19:00
Bạc Liêu,Ngã Tư Ninh Quới,0.6,2026-01-24 19:19:00
Bạc Liêu,Ninh Thạnh Lợi,1.2,2026-01-24 19:19:00
